,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
19,1.0,0.5227272727272727,1.0,0.6,0.4,0.5,0.5,0.0,0.5581395348837209,0.8,0.3333333333333333,0.2,0.0746031314148202,0.0,0.1130878219801234,0.846749226006192,0.0879446640316205,0.1864406779661017,0.7178729689807977,0.0
20,1.0,0.2727272727272727,0.0,0.8,0.2,0.0,0.0,0.0,0.3488372093023256,0.2,0.5,0.6,0.2536965992194137,0.8164481525625745,0.2251905079245501,0.6633126934984521,0.0375494071146245,0.1101694915254237,0.6565731166912852,0.2092092092092092
21,1.0,0.4545454545454545,1.0,0.6,0.4,0.5,0.5,0.0,0.627906976744186,0.6,0.5,0.6,0.544768832173942,0.5701231624950338,0.5221220989192478,0.5162538699690403,0.0499011857707509,0.1440677966101695,0.5701624815361891,0.074074074074074
22,1.0,0.5909090909090909,1.0,0.2,0.6,0.0,0.5,0.0,0.627906976744186,0.8,0.1666666666666666,0.2,0.0999676519225943,0.4874851013110846,0.101845681337467,0.390092879256966,0.0444664031620553,0.2542372881355932,0.4224519940915805,0.2592592592592592
23,1.0,0.5909090909090909,0.0,0.6,0.0,0.5,0.0,0.0,0.6511627906976745,1.0,0.5,0.4,0.0357854385280717,0.6154151767977751,0.0310028105351606,0.9295665634674924,0.0965556182947487,0.1694915254237288,0.8234859675036929,0.5915915915915916
24,0.0,0.6363636363636364,0.0,0.2,0.2,0.5,0.0,0.0,0.627906976744186,0.2,0.5,0.2,0.0,0.3210170838299563,0.018175759858604,0.6787925696594428,0.0137634105025409,0.0762711864406779,0.6440177252584934,0.5625625625625627
25,1.0,0.5227272727272727,1.0,0.4,0.2,0.5,1.0,0.0,0.5348837209302325,0.6,0.3333333333333333,0.0,0.5539895458269469,1.0,0.4996088430446498,0.4210526315789474,0.0638057594579333,0.211864406779661,0.1639586410635155,0.1271271271271271
26,0.0,0.6818181818181818,1.0,0.4,0.2,0.5,1.0,0.0,0.5348837209302325,0.0,0.5,0.6,0.4332435447446467,0.0,0.456813374670414,0.7128482972136223,0.0064935064935064,0.0423728813559322,0.2481536189069424,0.0
27,1.0,0.5227272727272727,0.0,0.8,0.2,0.5,0.0,0.0,0.5348837209302325,1.0,0.6666666666666666,0.4,0.0562221678048957,0.8740564163686929,0.0317271752672905,0.4318885448916409,0.0382552230378317,0.1864406779661017,0.4224519940915805,0.6676676676676677
28,1.0,0.5227272727272727,0.0,0.6,0.2,0.0,0.0,0.0,0.5348837209302325,0.2,0.3333333333333333,0.0,0.0412271711757468,0.9388160508541916,0.0126329209283458,0.4876160990712075,0.0554065499717673,0.2542372881355932,0.4224519940915805,0.8438438438438438
29,1.0,0.3636363636363636,1.0,0.4,0.4,0.0,0.5,0.0,0.4883720930232558,0.6,0.6666666666666666,0.6,0.057370978030516,0.6964640444974176,0.045779851070611,0.4411764705882353,0.0464426877470355,0.1440677966101695,0.9025110782865584,0.5255255255255256
30,1.0,0.6590909090909091,1.0,0.6,1.0,0.5,0.5,0.0,0.7906976744186046,0.6,0.3333333333333333,0.6,0.0603941628347799,0.8009535160905841,0.0410569930171239,0.6044891640866874,0.0414313946922642,0.1949152542372881,0.5945347119645495,0.5875875875875876
31,0.0,0.5,1.0,0.4,0.2,0.5,0.5,0.3333333333333333,0.5116279069767442,0.2,0.6666666666666666,0.8,1.0,0.0,1.0,0.4976780185758515,0.0127752682100508,0.0423728813559322,0.3485967503692762,0.0
32,1.0,0.2954545454545454,1.0,0.2,0.4,1.0,0.5,0.0,0.4651162790697674,0.8,0.5,0.6,0.135671464460951,0.4970202622169249,0.1353692811404398,0.6377708978328174,0.0568887634105025,0.1525423728813559,0.8316100443131462,0.2112112112112112
33,1.0,0.4090909090909091,1.0,0.8,0.8,0.0,1.0,0.0,0.4418604651162791,0.2,0.6666666666666666,0.4,0.6807819165177749,0.8351211760031784,0.6331527250601223,0.6787925696594428,0.0540654997176736,0.135593220338983,0.5206794682422452,0.088088088088088
34,1.0,0.6136363636363636,1.0,0.4,0.4,0.0,1.0,0.0,0.7209302325581395,0.6,0.3333333333333333,0.4,0.4019535820205154,0.6491855383392928,0.3794801958682235,0.6726006191950465,0.054983060417843,0.1101694915254237,0.6565731166912852,0.1111111111111111
35,1.0,0.5681818181818182,1.0,0.8,0.0,0.0,0.5,0.3333333333333333,0.5813953488372093,0.6,0.1666666666666666,0.8,1.0,0.601907032181168,0.9561034972329268,0.3653250773993808,0.0552653867871259,0.1864406779661017,0.4224519940915805,0.044044044044044
36,1.0,0.7045454545454546,1.0,0.4,0.6,0.5,0.5,0.0,0.9069767441860463,0.8,0.5,0.6,0.1555640204730075,0.721891140246325,0.1380349433546779,0.3869969040247679,0.0595002823263692,0.211864406779661,0.4719350073855244,0.2762762762762763
37,1.0,0.4090909090909091,0.0,0.4,0.0,0.0,0.0,0.0,0.1627906976744186,1.0,0.5,0.6,0.019520704281132,0.5832340087405642,0.0177614232318256,0.6842105263157896,0.0439017504234895,0.1525423728813559,0.3899556868537667,0.7047047047047047
38,1.0,0.5681818181818182,1.0,0.8,0.2,0.0,1.0,0.0,0.6744186046511628,0.4,0.3333333333333333,0.6,1.0,0.7004370282081843,0.948917799090198,0.8869969040247678,0.0734048560135516,0.2627118644067797,0.7548005908419498,0.051051051051051
39,1.0,0.6590909090909091,0.0,0.4,0.2,0.5,0.0,0.0,0.6744186046511628,0.8,0.5,0.6,0.0235113082227603,0.4108065156932856,0.0341610407672471,0.4938080495356038,0.0726990400903444,0.2203389830508474,0.190546528803545,0.4674674674674675
40,1.0,0.6363636363636364,1.0,0.2,0.2,0.5,0.5,0.0,0.6976744186046512,0.6,0.3333333333333333,0.6,0.0444922107643518,0.8065156932856575,0.0254107148031176,0.5023219814241487,0.0526538678712591,0.0932203389830508,0.2747415066469719,0.6986986986986986
41,1.0,0.3636363636363636,1.0,1.0,0.0,0.5,0.5,0.0,0.5581395348837209,1.0,0.3333333333333333,0.4,0.6492198671612598,0.6070719110051649,0.6195346680960797,0.2275541795665634,0.0623941276115189,0.211864406779661,0.3648449039881832,0.067067067067067
42,1.0,0.4090909090909091,1.0,0.2,0.6,0.0,0.5,0.0,0.5116279069767442,0.4,0.5,0.6,0.6915142225729117,0.767580452920143,0.6483643844348507,0.9226006191950468,0.0586533032185206,0.1186440677966101,0.8522895125553914,0.079079079079079
43,1.0,0.6136363636363636,1.0,0.4,0.2,0.0,0.5,0.0,0.5348837209302325,0.8,0.5,0.4,0.1158998358410651,0.601907032181168,0.108770608176629,0.5704334365325078,0.054983060417843,0.1949152542372881,0.3005908419497784,0.2872872872872872
44,1.0,0.25,0.0,0.6,0.0,0.0,0.0,0.0,0.3720930232558139,0.6,0.6666666666666666,0.4,0.1692892794843656,0.7155343663090982,0.1516530003187204,0.488390092879257,0.1290937323546019,0.3983050847457627,0.6927621861152142,0.2562562562562562
45,1.0,0.5227272727272727,1.0,0.6,0.2,1.0,0.5,0.0,0.3953488372093023,1.0,0.1666666666666666,0.4,0.0331854995964048,0.724274930472785,0.0205719583924897,0.4512383900928793,0.0676171654432524,0.1101694915254237,0.2400295420974889,0.7197197197197197
46,1.0,0.4772727272727273,1.0,0.4,0.2,0.5,0.5,0.0,0.5813953488372093,1.0,0.5,0.4,0.8303388687847101,0.7544696066746126,0.7823718598788862,0.5650154798761611,0.0581592320722755,0.211864406779661,0.2747415066469719,0.066066066066066
47,1.0,0.4090909090909091,1.0,0.2,0.4,0.0,1.0,0.0,0.5348837209302325,1.0,0.3333333333333333,0.4,1.0,0.6090584028605482,0.9555819546257932,0.6222910216718267,0.0771456804065499,0.1610169491525423,0.3677991137370753,0.044044044044044
48,0.0,0.6590909090909091,0.0,0.8,0.2,0.5,0.25,0.0,0.7441860465116279,0.2,0.6666666666666666,0.6,0.0217578610362872,0.0,0.0624402399095992,0.3599071207430341,0.0074110671936758,0.0169491525423728,0.5066469719350074,0.0
49,1.0,0.75,0.0,0.2,0.2,0.5,0.5,0.0,0.9069767441860463,0.2,0.5,0.6,0.2628568491763333,0.5629717918156536,0.2524555964419204,0.2035603715170279,0.0393845285149632,0.0847457627118644,0.5834564254062038,0.1401401401401401
50,1.0,0.5909090909090909,1.0,0.4,0.2,0.5,0.5,0.0,0.7906976744186046,0.8,0.5,0.0,0.0497827841718136,0.7588398887564561,0.0339582186422507,0.6199690402476782,0.0720638057594579,0.211864406779661,0.4719350073855244,0.6196196196196196
51,1.0,0.6136363636363636,1.0,0.4,0.4,0.0,1.0,0.0,0.5116279069767442,0.6,0.3333333333333333,0.2,0.5321319196921189,0.8168454509336511,0.4920175006519283,0.3769349845201238,0.0495482778091473,0.1779661016949152,0.5125553914327917,0.1081081081081081
52,1.0,0.3863636363636363,0.0,0.6,0.0,0.0,0.0,0.0,0.5116279069767442,0.8,0.3333333333333333,0.6,0.0782309531799369,0.0,0.116564772694347,0.2809597523219814,0.0513128176171654,0.1864406779661017,0.4224519940915805,0.0
53,1.0,0.5681818181818182,0.0,0.4,0.4,0.0,0.0,0.0,0.5348837209302325,0.4,0.3333333333333333,0.4,0.2567197840236776,0.0,0.2876307478341494,0.4729102167182663,0.0540654997176736,0.0932203389830508,0.9638109305760708,0.0
54,1.0,0.4318181818181818,1.0,0.2,0.2,0.0,0.25,0.0,0.5348837209302325,0.6,0.6666666666666666,0.6,0.1553221656886663,0.0,0.1904499753715991,0.3552631578947369,0.0674054206662902,0.2033898305084746,0.4364844903988183,0.0
55,1.0,0.6136363636363636,1.0,0.0,0.2,0.0,0.5,0.0,0.6744186046511628,0.8,0.6666666666666666,0.2,0.0370551761458626,0.8092967818831943,0.0180801437139628,0.5650154798761611,0.0547713156408808,0.1610169491525423,0.6683899556868539,0.7657657657657658
56,1.0,0.4318181818181818,1.0,0.6,0.2,0.5,0.25,0.0,0.5116279069767442,0.8,0.6666666666666666,0.4,0.0609383360995474,0.4767580452920143,0.0652218004809781,0.3691950464396285,0.0566770186335403,0.1694915254237288,0.2038404726735598,0.3473473473473473
57,1.0,0.6136363636363636,1.0,0.6,1.0,0.5,0.25,0.0,0.5116279069767442,0.8,0.5,0.4,0.0710660051938315,0.6777910210568137,0.0602671457132095,0.7174922600619196,0.0775691699604743,0.2711864406779661,0.4815361890694239,0.4504504504504504
58,1.0,0.6818181818181818,1.0,0.6,0.6,0.5,1.0,0.0,0.8604651162790697,0.4,0.3333333333333333,0.0,0.2494339086454016,0.8939213349225268,0.215455045924724,0.3529411764705882,0.0457368718238283,0.0762711864406779,0.516248153618907,0.2322322322322322
59,0.0,0.4772727272727273,1.0,0.4,0.8,0.5,0.5,0.0,0.5581395348837209,0.2,0.5,0.6,0.1212508729446122,0.6468017481128328,0.1106249818908817,0.4458204334365325,0.0230095990965556,0.0677966101694915,0.2636632200886263,0.2992992992992992
60,1.0,0.5227272727272727,0.0,0.6,0.6,0.0,1.0,0.0,0.6976744186046512,0.6,0.6666666666666666,0.0,0.6528174570783338,0.77870480731029,0.6104656216498131,0.3862229102167183,0.054983060417843,0.1016949152542373,0.7178729689807977,0.0850850850850851
61,1.0,0.3409090909090909,0.0,0.6,0.2,0.5,1.0,0.3333333333333333,0.4883720930232558,0.8,0.5,0.6,1.0,0.8156535558204211,0.9405151681974908,0.7074303405572757,0.0689582156973461,0.135593220338983,0.5206794682422452,0.059059059059059
62,1.0,0.6136363636363636,1.0,0.6,0.2,0.5,1.0,0.0,0.4883720930232558,1.0,0.3333333333333333,0.4,0.0453991662056309,0.5021851410409217,0.0484744878741343,0.3421052631578948,0.0528656126482213,0.1949152542372881,0.3485967503692762,0.4304304304304304
63,1.0,0.4090909090909091,1.0,0.6,0.4,0.0,0.5,0.0,0.2790697674418604,0.4,0.5,0.0,0.0128092340156661,0.0,0.053863761481181,0.5905572755417957,0.0505364201016374,0.2033898305084746,0.5620384047267356,0.0
64,1.0,0.3863636363636363,0.0,0.8,0.8,0.5,0.0,0.0,0.4651162790697674,0.2,0.5,0.6,0.2091953189006491,0.3678982916170044,0.2152522237997276,0.4969040247678019,0.0745341614906832,0.2288135593220339,0.3796159527326441,0.1111111111111111
65,1.0,0.6136363636363636,1.0,0.4,0.8,0.0,1.0,0.0,0.5348837209302325,1.0,0.1666666666666666,0.4,1.0,0.3698847834723878,0.9730246573754816,0.5479876160990712,0.03613777526821,0.0932203389830508,0.791728212703102,0.027027027027027
66,1.0,0.4090909090909091,1.0,0.2,0.0,0.5,0.5,0.0,0.5348837209302325,0.8,0.3333333333333333,0.6,0.3933677371764059,0.9694080254270956,0.3478978935473589,0.9001547987616099,0.051171654432524,0.1694915254237288,0.4719350073855244,0.1691691691691692
67,1.0,0.8181818181818182,0.0,0.2,0.2,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.041587228001043,0.5363777089783283,0.1017080745341614,0.288135593220339,0.7880354505169868,0.0
68,1.0,0.6363636363636364,1.0,0.8,0.4,1.0,1.0,0.0,0.5348837209302325,1.0,0.5,0.4,0.9780819101690869,0.77870480731029,0.9222032277692463,0.3854489164086688,0.0379023150762281,0.1779661016949152,0.5878877400295421,0.058058058058058
69,1.0,0.7045454545454546,1.0,0.8,0.2,0.5,0.5,0.0,0.6046511627906976,0.6,0.5,0.0,0.2124603584892541,0.7493047278506159,0.1905658737287399,0.3405572755417957,0.0587238848108413,0.1864406779661017,0.2680945347119646,0.2232232232232232
70,1.0,0.3636363636363636,1.0,0.8,0.4,1.0,0.5,0.0,0.5348837209302325,0.8,0.1666666666666666,0.4,0.0551640531234033,0.66507747318236,0.0459536986063222,0.3622291021671827,0.0523009599096555,0.211864406779661,0.2348596750369276,0.5135135135135135
71,1.0,0.5,1.0,0.6,0.2,0.0,0.5,0.0,0.5116279069767442,1.0,0.1666666666666666,0.0,0.3661893057860734,0.5141040921732221,0.3550546171008026,0.5193498452012385,0.0619706380575945,0.2288135593220339,0.7592319054652882,0.0950950950950951
72,1.0,0.5909090909090909,1.0,0.6,0.4,1.0,0.5,0.0,0.813953488372093,0.4,0.3333333333333333,0.0,0.318574145118917,0.5057608263806118,0.3100281053516066,0.6996904024767803,0.1114483342744212,0.2203389830508474,0.8050221565731168,0.1061061061061061
73,1.0,0.5227272727272727,1.0,0.2,1.0,0.5,0.5,0.0,0.5348837209302325,0.6,1.0,0.6,0.686888749822388,0.4751688518077075,0.6652565699881204,0.4582043343653251,0.0424195369847543,0.1186440677966101,0.7178729689807977,0.05005005005005
74,1.0,0.6136363636363636,0.0,0.4,0.4,0.5,0.0,0.0,0.7209302325581395,0.4,0.3333333333333333,0.6,0.1186207021649026,0.755264203416766,0.1001941297482108,0.5386996904024768,0.0736166007905138,0.2372881355932203,0.7178729689807977,0.3553553553553553
75,1.0,0.5454545454545454,1.0,0.4,0.2,0.0,1.0,0.0,0.5348837209302325,0.4,0.3333333333333333,0.4,1.0,0.4064362336114422,0.9703589951612436,0.6842105263157896,0.0391022021456804,0.0254237288135593,0.4409158050221566,0.03003003003003
76,1.0,0.6590909090909091,0.0,0.2,1.0,0.5,0.0,0.0,0.5348837209302325,0.6,0.1666666666666666,0.0,0.0524734186476085,0.7751291219705999,0.0353489989279401,0.5000000000000001,0.0517363071710897,0.1610169491525423,0.430576070901034,0.6156156156156156
77,1.0,0.4772727272727273,0.0,0.6,0.4,0.0,0.25,0.0,0.6511627906976745,0.6,0.5,0.6,0.0710357733457888,0.611839491458085,0.065047952945267,0.3452012383900928,0.0765104460756634,0.3135593220338983,0.2614475627769572,0.4074074074074074
78,1.0,0.6590909090909091,1.0,0.4,0.6,0.0,1.0,0.3333333333333333,0.6744186046511628,0.2,0.5,0.4,1.0,0.6066746126340882,0.9557558021615044,0.3142414860681115,0.0535008469791078,0.2711864406779661,0.241506646971935,0.044044044044044
79,1.0,0.4772727272727273,1.0,0.6,0.2,0.0,0.5,0.0,0.5348837209302325,0.6,0.3333333333333333,0.4,0.044975920333034,0.0,0.0846927244806304,0.4303405572755419,0.0560417843026538,0.1186440677966101,0.6041358936484491,0.0
80,1.0,0.7272727272727273,1.0,0.8,0.2,0.0,1.0,0.0,0.9069767441860463,1.0,0.1666666666666666,0.0,0.926657536648558,0.0,0.9297076463941124,0.3459752321981424,0.0605590062111801,0.1694915254237288,0.2481536189069424,0.0
81,0.0,0.6136363636363636,1.0,0.4,0.2,0.5,0.5,0.0,0.6511627906976745,0.4,0.5,0.4,0.3092929677698268,0.8847834723877632,0.2734911482629734,0.3885448916408669,0.0148221343873517,0.1101694915254237,0.2400295420974889,0.1911911911911911
82,1.0,0.5454545454545454,0.0,0.2,0.0,0.5,0.0,0.3333333333333333,0.5348837209302325,0.6,0.3333333333333333,0.4,0.3159137424911648,0.8303535955502582,0.2838061020485035,0.4489164086687306,0.0442546583850931,0.1694915254237288,0.5443131462333826,0.1761761761761761
83,1.0,0.3636363636363636,0.0,0.2,0.2,0.5,0.0,0.0,0.5348837209302325,0.8,0.1666666666666666,0.4,0.0288623453263074,0.788637266587207,0.0117347086605047,0.5170278637770899,0.0330321852060982,0.0508474576271186,0.5539143279172822,0.8308308308308308
84,1.0,0.4772727272727273,1.0,0.4,1.0,0.0,0.0,0.0,0.5581395348837209,0.2,0.1666666666666666,0.6,0.0543175613782094,0.3166468017481128,0.0705531249094544,0.3258513931888546,0.0693817052512704,0.1864406779661017,0.7178729689807977,0.2462462462462462
85,1.0,0.4090909090909091,0.0,0.6,0.2,0.0,0.25,0.0,0.5813953488372093,0.4,0.1666666666666666,0.0,0.3117115156132379,0.3130711164084227,0.3175035493871874,0.4396284829721362,0.0471485036702428,0.1440677966101695,0.6654357459379617,0.067067067067067
86,1.0,0.6136363636363636,1.0,0.4,0.4,1.0,0.5,0.0,0.5348837209302325,0.8,0.5,0.4,0.1909050508348524,0.834326579261025,0.1637064294613623,0.5565015479876162,0.0339497459062676,0.135593220338983,0.5206794682422452,0.2712712712712712
87,1.0,0.8409090909090909,0.0,0.2,0.6,0.5,0.0,0.0,0.5348837209302325,1.0,0.3333333333333333,0.6,0.0764472741454212,0.6229638458482321,0.0694231159273317,0.8637770897832819,0.080957086391869,0.1610169491525423,0.8884785819793206,0.3953953953953954
88,1.0,0.2954545454545454,0.0,0.4,0.8,0.0,0.0,0.0,0.3255813953488372,0.6,0.3333333333333333,0.4,0.1441061500648473,1.0,0.1067713615159505,0.6339009287925698,0.0489836250705815,0.0762711864406779,0.516248153618907,0.4064064064064064
89,0.0,0.5,0.0,1.0,0.4,0.5,0.0,0.0,0.5813953488372093,0.0,0.5,0.6,0.1991281135024503,0.0,0.2324341552458494,0.4133126934984521,0.0115047995482778,0.0677966101694915,0.5701624815361891,0.0
90,1.0,0.5681818181818182,1.0,0.2,0.4,0.0,1.0,0.0,0.6744186046511628,1.0,0.3333333333333333,0.6,0.2296925118735583,0.9245133094954312,0.1943035957465303,0.4094427244582044,0.0438311688311688,0.0677966101694915,0.4490398818316101,0.2582582582582582
91,1.0,0.75,0.0,0.2,0.2,0.0,0.0,0.0,0.5348837209302325,0.4,0.3333333333333333,0.6,0.1480362903103904,0.4481525625744934,0.1507837626401645,0.2143962848297214,0.0499011857707509,0.0847457627118644,0.4719350073855244,0.1781781781781781
92,0.0,0.75,1.0,0.2,0.6,0.0,0.5,0.0,0.9302325581395348,0.2,0.5,0.6,0.4093603847909619,0.0,0.4339234491351085,0.456656346749226,0.0014116318464144,0.0,0.7178729689807977,0.0
93,0.0,0.5,0.0,0.8,0.0,0.5,0.0,0.0,0.5813953488372093,0.4,0.3333333333333333,0.6,0.039110941812762,0.0,0.0790716541593023,0.4953560371517028,0.0161631846414455,0.0508474576271186,0.3153618906942393,0.0
94,1.0,0.6590909090909091,1.0,0.4,0.2,0.5,1.0,0.0,0.8604651162790697,0.4,0.3333333333333333,0.0,0.2865283861937197,0.6102502979737783,0.2716947237272911,0.9264705882352944,0.076369282891022,0.2033898305084746,0.7178729689807977,0.1411411411411411
95,1.0,0.4772727272727273,0.0,0.8,0.2,0.5,0.5,0.0,0.5348837209302325,0.6,0.1666666666666666,0.6,0.1182276881403483,0.4878823996821613,0.1193173586764407,0.4705882352941177,0.058794466403162,0.1694915254237288,0.9453471196454948,0.2302302302302302
96,1.0,0.3409090909090909,1.0,0.4,0.4,0.5,0.5,0.0,0.2558139534883721,0.6,0.1666666666666666,0.6,0.2396690217276292,0.4386174016686531,0.239301132906441,0.3498452012383901,0.0559712027103331,0.2457627118644068,0.4409158050221566,0.1181181181181181
97,1.0,0.3181818181818182,1.0,0.6,0.4,0.0,0.5,0.0,0.3488372093023256,0.8,0.1666666666666666,0.0,0.6100393920979996,0.0,0.6262567728102454,0.7174922600619196,0.0593591191417278,0.1016949152542373,0.3242245199409158,0.0
98,1.0,0.5454545454545454,0.0,0.2,0.2,0.0,0.25,0.3333333333333333,0.4186046511627907,0.2,0.3333333333333333,0.6,0.512360291072233,0.0,0.5326398748297743,0.5789473684210528,0.0556182947487295,0.1016949152542373,0.4010339734121122,0.0
99,1.0,0.4772727272727273,1.0,0.8,0.0,0.0,0.5,0.0,0.6511627906976745,1.0,0.3333333333333333,0.4,0.0292251275028191,0.611839491458085,0.0249760959638397,0.2701238390092879,0.040725578769057,0.1610169491525423,0.8884785819793206,0.6406406406406406
100,1.0,0.3636363636363636,0.0,1.0,0.2,0.5,0.25,0.0,0.5348837209302325,0.4,0.5,0.6,0.0181300392711706,0.0,0.0589632891953756,0.5154798761609908,0.0513833992094861,0.1525423728813559,0.5332348596750369,0.0
101,1.0,0.5,0.0,0.8,0.4,0.0,0.25,0.0,0.5813953488372093,1.0,0.1666666666666666,0.6,0.2024536167871406,0.0,0.235621360067221,0.9698142414860684,0.0851214003387916,0.1610169491525423,0.5790251107828657,0.0
102,1.0,0.5227272727272727,1.0,0.2,1.0,0.5,1.0,0.0,0.5813953488372093,1.0,0.1666666666666666,0.6,0.2396085580315439,0.2455303933253873,0.2533248341204763,0.3359133126934985,0.0415725578769057,0.1440677966101695,0.5701624815361891,0.066066066066066
