,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
10,708790833,0,0.3404255319148936,1,5,0,,4,0,0.4186046511627907,5,3,2,0.1605220435520003,0.5828367103694875,0.15292788224726914,0.24462761259935237,0.03844441971736953,0.24806201550387597,0.1830910070005385,0.2172172172172172,0.00018335421403326116,0.9998199225703067
11,710821833,0,0.8297872340425532,1,1,,0,1,0,0.9534883720930233,6,2,3,0.23147619090807403,0.6305125148986889,0.2174542925854026,0.4218428024727701,0.04473127851340826,0.12403100775193798,0.36725901992460963,0.17417417417417416,0.00018992702498920038,0.9998099182686572
12,710599683,0,0.6382978723404256,1,1,2,1,3,0,0.5348837209302325,3,6,0,0.31177197930932327,0.0,0.340393474922493,1.0,0.05724936018693669,0.05426356589147287,0.8750673128702208,0.0,4.015197156079597e-05,0.9999599827934015
13,816082233,0,0.19148936170212766,1,3,3,,2,0,0.3953488372093023,5,1,3,0.21490913818070786,0.6618990862137465,0.19928722510358415,0.34236090668236685,0.044564370757761214,0.17829457364341086,0.5385029617662898,0.1951951951951952,8.849964813121831e-05,0.9999099612851533
14,712396908,0,0.6595744680851063,0,2,3,0,0,0,0.813953488372093,5,2,2,0.030162314792140932,0.2701628923321414,0.050792455016950136,0.3503090962614071,0.05897407366195616,0.14728682170542637,0.1645126548196015,0.2792792792792793,0.00010620121845913135,0.9998999569835036
15,714885258,0,0.3829787234042553,1,4,,,3,0,0.5581395348837209,5,1,2,0.08451917757280585,0.38617401668653156,0.09442818648045664,0.5025022078304386,0.046622899744074776,0.13178294573643412,0.45772751750134627,0.23023023023023023,5.585168576651198e-05,0.9999499784917519
16,709967358,0,0.46808510638297873,1,4,4,1,3,0,0.5348837209302325,6,2,3,0.8745680624710909,0.9384187524831148,0.811346449164083,0.5027965852222549,0.0645933014354067,0.13178294573643412,0.2501346257404416,0.07807807807807808,0.00022866359123181328,0.9997699010620587
17,753327333,0,0.3191489361702128,1,3,,0,3,0,0.4883720930232558,4,4,1,0.36570559621739124,0.512912197059992,0.354677947440095,0.19222843685604948,0.028819405808389896,0.08527131782945736,0.4375336564351104,0.0950950950950951,0.00014192649688174775,0.9998599397769052
18,806160108,0,0.7446808510638298,1,1,1,0,1,0,1.0,2,2,3,0.05304782376041866,1.0,0.0194998985889375,0.5390050044156609,0.04595526872148659,0.15503875968992248,0.3077544426494346,0.7887887887887888,0.00016708725723819698,0.999839931173606
19,709327383,0,0.40425531914893614,0,2,3,0,,0,0.5581395348837209,6,1,2,0.3939723741372587,0.4596742153357171,0.3856517833859705,0.284368560494554,0.038778235228663624,0.08527131782945736,0.2447495961227787,0.08008008008008008,4.7433085432535034e-05,0.9999499784917519
20,806165208,0,0.44680851063829785,1,1,5,3,2,0,0.6744186046511628,5,2,0,0.590751473046796,0.7151370679380215,0.5556167241329354,0.26670591698557555,0.037164793590742186,0.13178294573643412,0.2501346257404416,0.08608608608608607,4.938692101806766e-05,0.9999499784917519
21,708508758,1,0.7659574468085106,0,0,3,0,0,0,0.8372093023255814,2,3,3,0.0,0.0,0.041587228001043086,0.308213129231675,0.010125737175920774,0.046511627906976744,0.16155088852988692,0.0,0.9965785367626618,0.0034177895811641087
22,784725333,0,0.3191489361702128,1,3,1,0,1,0,0.46511627906976744,4,2,1,0.09165389371086866,0.2701628923321414,0.1097267696230406,0.4733588460406241,0.023422721709135418,0.06201550387596899,0.42299407646742054,0.15215215215215214,6.160414588776777e-05,0.9999399741901022
23,811604133,0,0.44680851063829785,0,4,,1,0,0,0.5348837209302325,3,3,2,0.03185529828252872,0.6197854588796186,0.026917393445947905,0.16867824551074478,0.03427172582619339,0.10077519379844961,0.09504577275175013,0.6266266266266266,0.0001997712350054016,0.9997999139670074
24,789124683,0,0.5957446808510638,1,2,,0,3,0,0.6744186046511628,4,2,3,0.32586002049719304,0.0,0.35389563352939474,0.31645569620253167,0.033381551129409145,0.08527131782945736,0.20193861066235866,0.0,0.0002028425484962286,0.9997999139670074
25,771071958,0,0.3191489361702128,0,3,3,1,0,0,0.3488372093023256,6,1,2,0.19135852855549207,0.6630909813269765,0.17662909628256018,0.23461878127759792,0.030099031935017246,0.09302325581395349,0.22428648357565967,0.21521521521521522,4.950797278757582e-05,0.9999499784917519
26,720466383,0,0.7021276595744681,1,1,1,,1,0,0.7674418604651163,4,1,2,0.40346517442264734,0.5458879618593564,0.3884623185466346,0.27112157786282015,0.038221876043173474,0.10077519379844961,0.3500269251480883,0.09309309309309309,4.261002278130475e-05,0.9999599827934015
27,804424383,0,0.7872340425531915,1,1,,0,2,0,1.0,3,3,2,0.26533586071582976,0.40127135478744536,0.2666241706023817,0.24816014130114808,0.07755647045732725,0.23255813953488372,0.2692514808831449,0.0990990990990991,0.0001779919207724036,0.9998199225703067
28,718813833,0,0.3829787234042553,0,3,0,1,,0,0.4883720930232558,5,2,2,0.26185919819092623,0.0,0.29255642801263293,0.154548130703562,0.030154667853566262,0.06201550387596899,0.42299407646742054,0.0,0.00011382447865460423,0.9998899526818541
29,806624208,0,0.44680851063829785,1,4,1,0,1,0,0.6744186046511628,6,0,0,0.10117692584429994,0.5411203814064363,0.09909309535537333,0.21754489255225198,0.029765216423723154,0.21705426356589147,0.24232633279483037,0.28528528528528524,0.0,1.0
30,778348233,0,0.574468085106383,1,3,,0,3,0,0.46511627906976744,3,2,3,0.039745810621657496,0.7195073500198649,0.027207139338799872,0.2876067118045334,0.02937576499388005,0.11627906976744186,0.6922455573505655,0.6586586586586587,0.00021076593704585396,0.9997899096653579
31,712991808,0,0.574468085106383,1,2,0,0,2,0,0.813953488372093,2,5,1,0.03061579251278052,0.6714342471195868,0.021962738678179237,0.38946128937297614,0.06042060754423056,0.12403100775193798,0.4308023694130318,0.6906906906906907,0.00011696582209473349,0.9998899526818541
32,709029408,0,0.3191489361702128,1,4,3,0,2,0,0.5348837209302325,4,1,2,0.22627631304474013,1.0,0.18552429519311564,0.5080953782749486,0.060031156114387446,0.10852713178294573,0.44884221863220247,0.28228228228228225,5.011923420219969e-05,0.9999499784917519
33,788658483,0,0.574468085106383,0,2,2,0,0,0,0.5813953488372093,5,2,3,0.03663193027326568,0.591974572904251,0.033523599802972794,0.51516043567854,0.05012796261266274,0.13953488372093023,0.2692514808831449,0.5625625625625627,0.00017853215180987805,0.9998199225703067
34,787937058,0,0.6808510638297872,1,0,3,0,3,0,0.8372093023255814,6,2,2,0.336078385135605,0.6738180373460468,0.31454814128009734,0.15278186635266414,0.043451652386780906,0.10852713178294573,0.19224555735056542,0.13513513513513514,9.004731001079792e-05,0.9999099612851533
35,715318008,0,0.6170212765957447,0,1,2,1,0,0,0.5348837209302325,4,2,1,0.0629336380703616,0.7604290822407628,0.046446266624170604,0.15013246982631734,0.04990541893846667,0.2558139534883721,0.13004846526655897,0.5445445445445446,5.499832081287177e-05,0.9999499784917519
36,713962233,0,0.6170212765957447,0,3,3,0,0,0,0.5348837209302325,6,2,3,0.04827119176968169,0.9129916567342073,0.02126734853533451,0.5075066234913159,0.07605430065650384,0.20930232558139536,0.3166397415185783,0.7577577577577578,0.00019105750845650805,0.9998099182686572
37,785432733,0,0.3404255319148936,0,4,1,0,0,2,0.5348837209302325,2,3,3,0.42308564380232005,0.0,0.4470779126705879,0.25463644392110685,0.02536997885835095,0.09302325581395349,0.32310177705977383,0.0,0.00034780454355187447,0.9996498494422631
38,715190283,0,0.6595744680851063,0,1,3,,1,0,0.8372093023255814,3,3,2,0.06752887897284274,0.3520063567739372,0.08063628198070293,0.38857815719752725,0.05307666629576054,0.13953488372093023,0.14970382337102855,0.24124124124124124,0.0001612347543322237,0.999839931173606
39,708300483,1,0.851063829787234,0,0,5,0,,0,1.0,5,4,3,0.19480495923235291,0.24036551450139054,0.21076116246052212,0.30968501619075656,0.010793368198508957,0.046511627906976744,0.038502961766289714,0.07707707707707707,0.9982192384320286,0.0017778644461545576
40,827111283,0,0.40425531914893614,1,3,3,1,3,0,0.6511627906976745,2,2,2,0.9368154375908846,0.22963845848232023,0.9226957957870947,0.3067412422725935,0.03332591521086013,0.13953488372093023,0.12762520193861066,0.018018018018018018,0.00011049305392351176,0.9998899526818541
41,758551608,0,0.5319148936170213,1,2,,0,1,0,0.7209302325581395,4,1,0,0.1441061500648473,0.8756456098529996,0.11584040796221713,0.23638504562849577,0.046567263825525756,0.13953488372093023,0.14970382337102855,0.35535535535535534,1.4673075148945113e-05,0.9999899956983503
42,773146383,0,0.5106382978723404,0,1,2,1,1,1,0.6976744186046512,3,2,3,0.47964943149009764,1.0,0.4283603279923507,0.4265528407418311,0.069322354512073,0.17829457364341086,0.32310177705977383,0.14514514514514515,0.00015025005657024306,0.9998499354752556
43,778493808,0,0.48936170212765956,1,3,1,0,2,0,0.5581395348837209,5,2,1,0.07460313141482025,0.0,0.11308782198012343,0.35737415366499853,0.069322354512073,0.17054263565891473,0.2692514808831449,0.0,6.160414588776777e-05,0.9999399741901022
44,720572508,0,0.2553191489361702,0,4,3,1,,0,0.3488372093023256,2,3,3,0.25369659921941373,0.8164481525625745,0.22519050792455017,0.2876067118045334,0.02959830866807611,0.10077519379844961,0.24690360796984384,0.2092092092092092,0.000309728259688397,0.9996898666488616
45,712661433,0,0.48936170212765956,1,4,0,1,3,0,0.3953488372093023,3,2,3,1.0,0.0,1.0,0.47718575213423614,0.051963947924780235,0.13953488372093023,0.3589122240172321,0.0,0.00019885084138600068,0.9997999139670074
46,789172683,0,0.6382978723404256,1,2,5,0,2,0,0.7441860465116279,6,2,0,0.025536842041617165,0.5681366706396503,0.02462840089241735,0.6817780394465704,0.06848781573383776,0.13178294573643412,0.15831987075928916,0.6266266266266266,5.311751646018293e-05,0.9999499784917519
47,738406533,0,0.7021276595744681,1,1,5,0,1,0,0.9069767441860465,3,2,2,0.0335482817729165,0.8025427095748907,0.015211659374728364,0.6938475125110393,0.06726382552575944,0.13178294573643412,0.45772751750134627,0.7937937937937938,0.0001469986660669246,0.9998599397769052
48,799723908,0,0.425531914893617,1,3,1,0,3,0,0.627906976744186,4,3,3,0.544768832173942,0.5701231624950338,0.5221220989192478,0.23167500735943483,0.039334594414153774,0.13178294573643412,0.2154011847065159,0.07407407407407407,0.00029762308273758047,0.9996998709505113
49,771490833,0,0.5531914893617021,1,1,2,1,3,0,0.627906976744186,5,1,1,0.09996765192259438,0.48748510131108463,0.10184568133746705,0.18369149249337652,0.0350506286858796,0.23255813953488372,0.16155088852988692,0.25925925925925924,2.2655488941553795e-05,0.9999799913967007
50,720756708,0,0.5531914893617021,0,3,,0,0,0,0.6511627906976745,6,3,2,0.03578543852807179,0.6154151767977751,0.031002810535160664,0.38887253458934357,0.07610993657505286,0.15503875968992248,0.3077544426494346,0.5915915915915916,0.00019758029802008852,0.9997999139670074
51,779471883,1,0.5957446808510638,0,1,3,0,0,0,0.627906976744186,2,3,1,0.0,0.3210170838299563,0.018175759858604004,0.2934942596408596,0.010849004117057973,0.06976744186046512,0.24232633279483037,0.5625625625625627,0.9906960210212733,0.00930402054275297
52,711525033,0,0.851063829787234,0,0,1,0,0,0,0.9534883720930233,3,4,2,0.0523827231034806,0.8657131505760827,0.028655868803059717,0.3603179275831616,0.07989317903638589,0.21705426356589147,0.5177705977382876,0.6876876876876877,0.0001737501067003819,0.9998299268719564
53,712813458,0,0.48936170212765956,1,2,,0,4,0,0.5348837209302325,4,2,0,0.5539895458269469,1.0,0.49960884304464986,0.19546658816602888,0.050294870368309784,0.1937984496124031,0.06731287022078622,0.12712712712712712,3.85032664686517e-05,0.9999599827934015
54,714374133,1,0.6382978723404256,1,2,3,0,4,0,0.5348837209302325,1,3,3,0.43324354474464677,0.0,0.45681337467041405,0.30644686488077716,0.005118504506509402,0.03875968992248062,0.09800753904146473,0.0,0.997128772078608,0.0028750462123703947
55,717891558,0,0.48936170212765956,0,4,3,,0,0,0.5348837209302325,6,4,2,0.05622216780489575,0.8740564163686929,0.03172717526729059,0.1995878716514572,0.030154667853566262,0.17054263565891473,0.16155088852988692,0.6676676676676677,0.00022040005721414845,0.9997799053637083
56,716632758,0,0.48936170212765956,0,3,3,1,0,0,0.5348837209302325,2,2,0,0.041227171175746806,0.9388160508541915,0.01263292092834584,0.22078304386223138,0.043674196060976965,0.23255813953488372,0.16155088852988692,0.8438438438438438,3.5919161339398885e-05,0.999969987095051
57,768563658,0,0.6382978723404256,1,2,0,0,1,0,0.8604651162790697,4,2,3,0.09129111153435698,0.7469209376241558,0.07460956740938197,0.32587577274065355,0.050851229553799934,0.14728682170542637,0.3815293484114163,0.4224224224224224,0.0001892467340531214,0.9998099182686572
58,711427458,0,0.3829787234042553,0,5,3,0,,0,0.5116279069767442,4,1,2,0.14616191573174678,0.38855780691299163,0.1533335264972619,0.6697085663821019,0.04723489484811394,0.11627906976744186,0.29159935379644586,0.15615615615615616,4.9217848711895095e-05,0.9999499784917519
59,714091983,0,0.3404255319148936,1,2,1,1,2,0,0.4883720930232558,4,4,3,0.05737097803051604,0.6964640444974176,0.045779851070611076,0.20312040035325288,0.03660843440525203,0.13178294573643412,0.33656435110393107,0.5255255255255256,0.0003478745735011767,0.9996498494422631
60,787584108,0,0.6170212765957447,1,3,,0,3,0,0.7906976744186046,4,2,3,0.060394162834779934,0.8009535160905841,0.04105699301712398,0.265234030026494,0.03265828418827195,0.17829457364341086,0.22428648357565967,0.5875875875875876,0.00021076593704585396,0.9997899096653579
61,712030833,1,0.46808510638297873,1,2,3,0,2,1,0.5116279069767442,2,4,4,1.0,0.0,1.0,0.2246099499558434,0.010070101257371759,0.03875968992248062,0.13462574044157244,0.0,0.9986494224063138,0.0013512510109096709
62,711481533,0,0.2765957446808511,1,1,1,3,2,0,0.46511627906976744,5,3,3,0.13567146446095105,0.4970202622169249,0.13536928114043983,0.2778922578745952,0.044842550350506286,0.13953488372093023,0.31071620893914914,0.2112112112112112,0.00026849062382784683,0.9997298838554601
63,710082708,0,0.3829787234042553,1,4,4,1,4,0,0.4418604651162791,2,4,2,0.6807819165177749,0.8351211760031784,0.6331527250601223,0.2934942596408596,0.04261711360854568,0.12403100775193798,0.1973613354873452,0.08808808808808809,0.00026068728661988246,0.9997398881571098
64,708155733,0,0.574468085106383,1,2,1,1,4,0,0.7209302325581395,4,2,2,0.4019535820205154,0.6491855383392928,0.37948019586822357,0.2911392405063291,0.04334038054968287,0.10077519379844961,0.24690360796984384,0.11111111111111112,0.00010302986218358686,0.9998999569835036
65,788979258,0,0.5319148936170213,1,4,0,1,3,1,0.5813953488372093,4,1,4,1.0,0.601907032181168,0.9561034972329268,0.17427141595525464,0.04356292422387894,0.17054263565891473,0.16155088852988692,0.044044044044044044,0.00014637840080167612,0.9998599397769052
66,807986133,0,0.6595744680851063,1,2,2,0,2,0,0.9069767441860465,5,3,3,0.1555640204730075,0.721891140246325,0.13803494335467795,0.1825139829261113,0.04690107933681985,0.1937984496124031,0.17959073774905762,0.2762762762762763,0.0002865683550262976,0.9997198795538105
67,788730933,0,0.3829787234042553,0,2,0,1,0,0,0.16279069767441862,6,3,3,0.019520704281132003,0.5832340087405642,0.01776142323182569,0.29555490138357376,0.03460554133748748,0.13953488372093023,0.14970382337102855,0.7047047047047047,0.000303505598478969,0.9996998709505113
68,711314058,0,0.48936170212765956,1,2,3,0,2,0,0.4418604651162791,2,2,2,0.007518660608204321,0.4398092967818832,0.0167183380175586,0.5048572269649692,0.06453766551685769,0.05426356589147287,0.6462035541195477,0.6566566566566567,0.00010620121845913135,0.9998999569835036
69,717975333,0,0.5106382978723404,1,2,5,0,3,0,0.5813953488372093,6,2,2,0.7213832884390391,0.5284068335319825,0.6944339813983137,0.3155725640270828,0.018192945365527985,0.03875968992248062,0.5385029617662898,0.05305305305305305,0.00015711299160186298,0.9998499354752556
70,715971108,0,0.5319148936170213,1,4,3,1,4,0,0.6744186046511628,3,2,3,1.0,0.7004370282081843,0.9489177990901979,0.3726817780394466,0.05786135529097585,0.24031007751937986,0.2827140549273021,0.051051051051051045,0.00019318841977099063,0.9998099182686572
71,720096558,0,0.6170212765957447,0,2,3,0,0,0,0.6744186046511628,5,3,3,0.023511308222760353,0.41080651569328563,0.034161040767247124,0.22313806299676187,0.0573049961054857,0.20155038759689922,0.07700592353257943,0.4674674674674675,0.00029497194894256693,0.9997098752521609
72,719580033,0,0.5957446808510638,1,1,3,,2,0,0.6976744186046512,4,2,3,0.04449221076435182,0.8065156932856575,0.025410714803117667,0.22637621430674126,0.04150439523756537,0.08527131782945736,0.10770059235325795,0.6986986986986986,0.00017209940075254334,0.9998299268719564
73,820582308,0,0.3404255319148936,1,5,0,0,3,0,0.5581395348837209,6,2,2,0.6492198671612598,0.6070719110051649,0.6195346680960797,0.12187224021195173,0.049182151997329476,0.1937984496124031,0.14054927302100162,0.06706706706706707,0.00011320421338935578,0.9998899526818541
74,789973308,0,0.3829787234042553,1,1,2,1,2,0,0.5116279069767442,3,3,3,0.6915142225729117,0.767580452920143,0.6483643844348507,0.3862231380629968,0.046233448314231665,0.10852713178294573,0.3182552504038772,0.07907907907907907,0.00026852063666326205,0.9997298838554601
75,712876233,0,0.574468085106383,1,2,3,1,3,0,0.5348837209302325,5,3,2,0.11589983584106513,0.601907032181168,0.10877060817662909,0.2522814247865764,0.04334038054968287,0.17829457364341086,0.11712439418416801,0.28728728728728725,0.00017227947776503476,0.9998299268719564
76,804595158,0,0.3829787234042553,0,4,3,1,0,0,0.5348837209302325,6,4,2,0.16814046925874532,1.0,0.12980615999768202,0.13982926111274654,0.03349282296650718,0.10077519379844961,0.5048465266558966,0.36036036036036034,0.00022040005721414845,0.9997799053637083
77,714826758,0,0.23404255319148937,0,3,0,1,0,0,0.37209302325581395,4,4,2,0.16928927948436562,0.7155343663090982,0.15165300031872048,0.2210774212540477,0.10175809502614888,0.3643410852713178,0.26009693053311794,0.25625625625625625,0.00022435174721048933,0.9997799053637083
78,779058108,0,0.48936170212765956,1,3,3,3,2,0,0.3953488372093023,6,1,2,0.033185499596404835,0.724274930472785,0.020571958392489785,0.20694730644686488,0.0532992099699566,0.10077519379844961,0.09504577275175013,0.7197197197197197,4.950797278757582e-05,0.9999499784917519
79,710790258,0,0.44680851063829785,1,2,3,0,3,0,0.5813953488372093,6,3,2,0.8303388687847101,0.7544696066746126,0.7823718598788862,0.25022078304386225,0.04584399688438856,0.1937984496124031,0.10770059235325795,0.06606606606606608,0.00017227947776503476,0.9998299268719564
80,715623483,0,0.44680851063829785,1,3,3,0,2,0,0.5581395348837209,4,4,0,0.21551377514156064,0.6734207389749702,0.19902645380001738,0.3656167206358552,0.05268721486591744,0.24031007751937986,0.38018309100700054,0.1981981981981982,7.55801229128014e-05,0.9999299698884526
81,715156383,0,0.3829787234042553,1,1,,,4,0,0.5348837209302325,6,2,2,1.0,0.6090584028605482,0.9555819546257932,0.2720047100382691,0.06081005897407366,0.14728682170542637,0.1416262789445342,0.044044044044044044,0.00010981276298743281,0.9998899526818541
82,711013983,1,0.6170212765957447,0,4,,0,1,0,0.7441860465116279,2,4,3,0.02175786103628729,0.0,0.06244023990959928,0.17221077421254047,0.0058417714476466,0.015503875968992248,0.19224555735056542,0.0,0.9980491656980089,0.0019472072601777314
83,755420433,0,0.7021276595744681,0,1,3,0,,0,0.9069767441860465,2,3,3,0.26285684917633334,0.5629717918156536,0.25245559644192045,0.11274654106564616,0.031044842550350508,0.07751937984496124,0.22024771136241247,0.14014014014014015,0.0002764040080990004,0.9997298838554601
84,794543958,0,0.574468085106383,1,1,3,3,3,0,0.5116279069767442,5,4,2,1.0,0.4843067143424712,0.964679975661345,0.33235207536061234,0.060086792032936466,0.13178294573643412,0.5385029617662898,0.035035035035035036,0.0001964598188312526,0.9998099182686572
85,716396358,0,0.5531914893617021,1,2,3,0,2,0,0.7906976744186046,5,3,0,0.04978278417181364,0.7588398887564561,0.033958218642250744,0.27112157786282015,0.05680427283854456,0.1937984496124031,0.17959073774905762,0.6196196196196196,5.87149102651266e-05,0.9999399741901022
86,715398033,0,0.574468085106383,1,2,1,1,4,0,0.5116279069767442,4,2,1,0.5321319196921189,0.8168454509336511,0.4920175006519283,0.17868707683249926,0.0390564148214087,0.16279069767441862,0.19439956919763057,0.1081081081081081,5.9089070279970025e-05,0.9999399741901022
87,711743883,0,0.3617021276595745,0,3,0,1,0,0,0.5116279069767442,5,2,3,0.07823095317993693,0.0,0.11656477269434706,0.142184280247277,0.04044731278513408,0.17054263565891473,0.16155088852988692,0.0,0.00019665990440068758,0.9998099182686572
88,719720058,0,0.3829787234042553,1,3,1,1,2,0,0.4186046511627907,4,3,1,0.34215498659217547,0.33253873659118,0.34526120592240606,0.568737120989108,0.050239234449760764,0.031007751937984496,0.48465266558966075,0.06606606606606608,0.00010180934021003344,0.9998999569835036
89,778992108,0,0.6595744680851063,1,2,,0,4,0,0.7441860465116279,5,3,3,0.1157184447528093,0.0,0.1524932634079912,0.5010303208713571,0.055969734060309334,0.14728682170542637,0.44049542272482495,0.0,0.00032498478435781454,0.999679862347212
90,717539808,0,0.5319148936170213,0,2,1,1,0,0,0.5348837209302325,3,2,2,0.2567197840236776,0.0,0.28763074783414944,0.21518987341772153,0.04261711360854568,0.08527131782945736,0.3589122240172321,0.0,0.00010302986218358686,0.9998999569835036
91,714070758,0,0.48936170212765956,1,4,1,1,3,0,0.5813953488372093,4,3,0,0.9028348403909584,0.7759237187127532,0.8502882971633877,0.25758021783927,0.05864025815066207,0.1937984496124031,0.587506731287022,0.062062062062062065,6.00114647550653e-05,0.9999399741901022
92,714107958,0,0.40425531914893614,1,1,3,1,1,0,0.5348837209302325,4,4,3,0.15532216568866639,0.0,0.1904499753715991,0.1704445098616426,0.053132302214309556,0.18604651162790697,0.16666666666666666,0.0,0.0003356293366517557,0.9996698580455624
93,789140283,0,0.574468085106383,1,0,3,1,3,0,0.6744186046511628,5,4,1,0.03705517614586262,0.8092967818831943,0.018080143713962854,0.25022078304386225,0.04317347279403583,0.14728682170542637,0.25121163166397414,0.7657657657657658,0.00010488065370086045,0.9998999569835036
94,715550508,0,0.40425531914893614,0,3,,0,,0,0.3488372093023256,5,1,2,0.033155267748362194,0.9694080254270957,0.002665662214238113,0.501913453046806,0.04462000667631023,0.07751937984496124,0.329025309639203,0.9639639639639639,5.5179398253210434e-05,0.9999499784917519
95,719712633,0,0.8085106382978723,1,1,3,0,0,0,0.9069767441860465,6,4,3,0.00818376126514238,0.3555820421136273,0.02349839191029467,0.4874889608478069,0.06470457327250473,0.17054263565891473,0.23747980613893377,0.5245245245245246,0.0003356293366517557,0.9996698580455624
96,772629333,0,0.40425531914893614,1,3,3,0,1,0,0.5116279069767442,5,4,2,0.060938336099547435,0.4767580452920143,0.06522180048097818,0.17574330291433618,0.04467564259485924,0.15503875968992248,0.08185245018847603,0.34734734734734735,0.0002179890261024569,0.9997799053637083
97,720336708,0,0.574468085106383,1,3,5,0,1,0,0.5116279069767442,5,3,2,0.0710660051938315,0.6777910210568137,0.06026714571320951,0.308213129231675,0.061143874485367754,0.24806201550387597,0.1830910070005385,0.45045045045045046,0.0002625280738586843,0.9997398881571098
98,802013583,0,0.6382978723404256,1,3,2,0,4,0,0.8604651162790697,3,2,0,0.24943390864540163,0.8939213349225268,0.215455045924724,0.1695613776861937,0.03605207521976188,0.06976744186046512,0.1957458266020463,0.23223223223223224,3.470864364431723e-05,0.999969987095051
99,711887583,1,0.44680851063829785,1,2,,0,3,0,0.5581395348837209,2,3,3,0.12125087294461223,0.6468017481128328,0.1106249818908817,0.2048866647041507,0.01813730944697897,0.06201550387596899,0.10366182014001077,0.29929929929929927,0.9974188961542887,0.0025785587286821588
100,714778833,0,0.48936170212765956,0,3,2,1,,0,0.6976744186046512,4,4,0,0.6528174570783338,0.77870480731029,0.6104656216498131,0.18221960553429498,0.04334038054968287,0.09302325581395349,0.2692514808831449,0.0850850850850851,7.326813415798017e-05,0.9999299698884526
